           0 	            0
4.5351474e-05 	            0
9.0702948e-05 	            0
0.00013605442 	            0
0.0001814059 	            0
0.00022675737 	            0
0.00027210884 	            0
0.00031746032 	            0
0.00036281179 	            0
0.00040816327 	            0
0.00045351474 	            0
0.00049886621 	            0
0.00054421769 	            0
0.00058956916 	            0
0.00063492063 	            0
0.00068027211 	            0
0.00072562358 	            0
0.00077097506 	            0
0.00081632653 	            0
 0.000861678 	            0
0.00090702948 	            0
0.00095238095 	            0
0.00099773243 	            0
0.0010430839 	            0
0.0010884354 	            0
0.0011337868 	            0
0.0011791383 	            0
0.0012244898 	            0
0.0012698413 	            0
0.0013151927 	            0
0.0013605442 	            0
0.0014058957 	            0
0.0014512472 	            0
0.0014965986 	            0
0.0015419501 	            0
0.0015873016 	            0
0.0016326531 	            0
0.0016780045 	            0
 0.001723356 	            0
0.0017687075 	            0
 0.001814059 	            0
0.0018594104 	            0
0.0019047619 	            0
0.0019501134 	            0
0.0019954649 	            0
0.0020408163 	            0
0.0020861678 	            0
0.0021315193 	            0
0.0021768707 	            0
0.0022222222 	            0
0.0022675737 	            0
0.0023129252 	            0
0.0023582766 	            0
0.0024036281 	            0
0.0024489796 	            0
0.0024943311 	            0
0.0025396825 	            0
 0.002585034 	            0
0.0026303855 	            0
 0.002675737 	            0
0.0027210884 	            0
0.0027664399 	            0
0.0028117914 	            0
0.0028571429 	            0
0.0029024943 	            0
0.0029478458 	            0
0.0029931973 	            0
0.0030385488 	            0
0.0030839002 	            0
0.0031292517 	            0
0.0031746032 	            0
0.0032199546 	            0
0.0032653061 	            0
0.0033106576 	            0
0.0033560091 	            0
0.0034013605 	            0
 0.003446712 	            0
0.0034920635 	            0
 0.003537415 	            0
0.0035827664 	            0
0.0036281179 	            0
0.0036734694 	            0
0.0037188209 	            0
0.0037641723 	            0
0.0038095238 	            0
0.0038548753 	            0
0.0039002268 	            0
0.0039455782 	            0
0.0039909297 	            0
0.0040362812 	            0
0.0040816327 	            0
0.0041269841 	            0
0.0041723356 	            0
0.0042176871 	            0
0.0042630385 	            0
  0.00430839 	            0
0.0043537415 	            0
 0.004399093 	            0
0.0044444444 	            0
0.0044897959 	            0
0.0045351474 	            0
0.0045804989 	            0
0.0046258503 	            0
0.0046712018 	            0
0.0047165533 	            0
0.0047619048 	            0
0.0048072562 	            0
0.0048526077 	            0
0.0048979592 	            0
0.0049433107 	            0
0.0049886621 	            0
0.0050340136 	            0
0.0050793651 	            0
0.0051247166 	            0
 0.005170068 	            0
0.0052154195 	            0
 0.005260771 	            0
0.0053061224 	            0
0.0053514739 	            0
0.0053968254 	            0
0.0054421769 	            0
0.0054875283 	            0
0.0055328798 	            0
0.0055782313 	            0
0.0056235828 	            0
0.0056689342 	            0
0.0057142857 	            0
0.0057596372 	 0.00020894275
0.0058049887 	 0.00020894275
0.0058503401 	 0.00020894275
0.0058956916 	 0.00020894275
0.0059410431 	 0.00020894275
0.0059863946 	            0
 0.006031746 	            0
0.0060770975 	 -0.00020894275
 0.006122449 	 -0.0004178855
0.0061678005 	 -0.00062682825
0.0062131519 	 -0.0004178855
0.0062585034 	 -0.00062682825
0.0063038549 	 -0.0004178855
0.0063492063 	 -0.0004178855
0.0063945578 	 -0.00020894275
0.0064399093 	 0.00020894275
0.0064852608 	  0.000835771
0.0065306122 	 0.0010447137
0.0065759637 	 0.0012536565
0.0066213152 	 0.0010447137
0.0066666667 	  0.000835771
0.0067120181 	  0.000835771
0.0067573696 	 0.00062682825
0.0068027211 	 0.00020894275
